coordinate_0,coordinate_1,coordinate_2,coordinate_3,coordinate_4,coordinate_5,coordinate_6,coordinate_7,coordinate_8,coordinate_9,coordinate_10,coordinate_11,coordinate_12,coordinate_13,coordinate_14,coordinate_15,coordinate_16,coordinate_17,coordinate_18,coordinate_19,coordinate_20,coordinate_21,coordinate_22,coordinate_23,coordinate_24,coordinate_25,coordinate_26,coordinate_27,coordinate_28,coordinate_29,coordinate_30,coordinate_31,coordinate_32,coordinate_33,coordinate_34,coordinate_35,coordinate_36,coordinate_37,coordinate_38,coordinate_39,coordinate_40,coordinate_41,objective
0.06478264710002968,-0.7090116759262323,-0.7143940255714853,-0.7122268568468025,-0.7160120386151463,-0.7120646579486611,-0.036219531450759825,0.1984819998836598,-0.045622772457984635,-0.011288161936033056,0.19306042704398668,-0.048847471328840285,-0.049418379814233325,-0.000800772072888189,0.18890595826636755,-0.05256734556979776,-0.05530578053993025,-0.043094673937626185,-0.0022610393481138987,0.1853353691578104,-0.04593611077228511,0.7300733014039569,0.7414296757969568,0.7455755886461756,0.7459853886267014,0.7341753398203216,-0.0015098688579411766,0.12850805925392467,-0.015768412808863888,-0.04126487031644702,0.14088789380628064,-0.008505379642303764,-0.07839909554052021,-0.036875338794726986,0.1188473177426974,-0.017210730840999902,-0.08014315440675,-0.06862658321040183,-0.0354748527844397,0.11851938115793657,-0.018195257726254393,1.3212703703386932,-8.026125336942899
0.06578371297272678,-0.7202842079334661,-0.7183074738000483,-0.71978720842055,-0.7071960092946581,-0.7016988256183421,-0.03409146133252232,0.1815456328037606,-0.05128304238793566,-0.006839801018173898,0.18109822487569796,-0.05566302781158327,-0.05243856897493689,0.0022578576140507164,0.1890646837809233,-0.05077855328253361,-0.06572543775725607,-0.04157739460457759,0.0012851670303096403,0.19560291357233964,-0.05274235421297384,0.7321473810805378,0.737101600877251,0.74121871924155,0.7304105142981869,0.723421145131925,-0.008796921712092317,0.12633633661904314,-0.017455202472903362,-0.05995900050737839,0.13341613670161787,-0.02196619492719827,-0.08369211933572931,-0.0343397964235314,0.13464465592520516,-0.01609547115346937,-0.07835259401329966,-0.06650913626326775,-0.04926943966354365,0.12862070395114647,-0.017457447008520574,1.2773201466308595,-8.01852921774149
0.05977779439607678,-0.7104312832882149,-0.7140876374597434,-0.7103880670534659,-0.7138240067328282,-0.7108240168332198,-0.021419800277328285,0.1844075589988842,-0.040730629267593285,-0.01597484740752488,0.20180850239473583,-0.04331093850258809,-0.06421616965208411,0.00411923359062044,0.19480549310415723,-0.053992597418228934,-0.06903356149786749,-0.058697638292363935,0.0025726914667501943,0.18038237501081633,-0.04592183133391487,0.7334353032260512,0.7331113007987554,0.7275023172128775,0.7430863023973958,0.740160890823011,-0.0014272897552122254,0.13443475910034447,-0.015418212322386446,-0.031259961413214396,0.13210001741474145,-0.009866493313975946,-0.07425418555310616,-0.040939058602187085,0.12464130130231535,-0.021056802083865764,-0.08754667069230909,-0.06493849263547888,-0.040168136407748155,0.11705853312793213,-0.012288738333573081,1.3116635456614112,-8.042524380515689
0.12062605305679275,-0.6934253287388337,-0.6947163466123961,-0.6973519420990533,-0.6987802395494388,-0.6999356489960932,-0.022324437378867586,0.1894609787325104,-0.03597517319196366,-0.0010695794616703421,0.20670283319646313,-0.04689057044354762,-0.04753299544607181,0.013541239049254623,0.1946392489475358,-0.04417127101052238,-0.06829564818150922,-0.04485722393922889,-0.0018601860682047823,0.18985134272923437,-0.05048062925674594,0.752519661887095,0.7495550382746978,0.745560518840901,0.7571309824457162,0.7612695824490782,-0.00414736364305921,0.12185218054947701,-0.010538968361424263,-0.04678069268000741,0.13763468603025425,-0.009036094015395834,-0.09054277946974083,-0.038781938921524005,0.12247396052455167,-0.015380578974898272,-0.09697466586452914,-0.07591231769523739,-0.0462733330958463,0.11829570946200196,-0.021288580879412246,1.2874454686295553,-8.035167033465386
0.07551586623493955,-0.7189928364204934,-0.7127017331505384,-0.7129622557398465,-0.7103364452833197,-0.7057230647484382,-0.029982057534830516,0.18049210322022596,-0.052800462755928,-0.01242466719183033,0.18769504143269067,-0.04127165952490469,-0.04834451856609391,-0.0027004094175801185,0.19256253617711808,-0.0444845235648763,-0.06904499370999219,-0.04536301773317719,0.007266092145558282,0.18769900884357418,-0.04721329751031645,0.7385950574365174,0.7503651477172775,0.738524484388762,0.741573787030887,0.7320570495144875,-0.007464953684136445,0.1235486831248086,-0.010201522349831531,-0.043476789813879264,0.13031730121857604,-0.004085606552093706,-0.09187989831060829,-0.039689771873513774,0.127254750050272,-0.018256964580130607,-0.08786440456633775,-0.0634373258842582,-0.04102936576366806,0.12421105792987795,-0.015407888477148846,1.3312554666806204,-8.03072843841972
0.08785646832285232,-0.7114700209399909,-0.7201821758258803,-0.7154966174389045,-0.6940479997072575,-0.6909043792804569,-0.024000028971935643,0.1880123954409079,-0.055754418202705325,-0.005859386758775048,0.1854701798276079,-0.05573753359993437,-0.05071310362341294,-0.009536702192509254,0.1979107663696314,-0.04458000873984773,-0.05870878541897533,-0.046581003197612145,0.011163556883966015,0.1972412131386849,-0.04541760545293667,0.7330413280152924,0.7501635478035555,0.7526545763447053,0.7401522700197901,0.7321125439422245,0.002688735919040779,0.11092865206858742,-0.02259555931220703,-0.044846607508226055,0.12707867237747061,-0.013728389204007013,-0.07193748268935847,-0.04689185985585535,0.12191682445257399,-0.010699779252818117,-0.07944888756429147,-0.07626384634956161,-0.04331442831630018,0.13044804735642898,-0.02030591597776411,1.2900658515065662,-8.027785466112208
0.07151045828238112,-0.711152362545647,-0.7073283619024678,-0.7162946169834367,-0.7056293323646011,-0.7095263073519695,-0.02611432826819746,0.1995376173198021,-0.04978280456818059,-0.004565069063112389,0.1977766872723731,-0.055894548193185595,-0.05507154544190319,-0.0029422304785199365,0.1795512224543739,-0.05580384254689331,-0.0675232618217708,-0.05987581512403196,-0.015211811119104435,0.18147212771466847,-0.04582888503367672,0.7258795409382491,0.7336866740193282,0.7417021146112204,0.7346681323760826,0.7401238504693263,-0.000682435086089806,0.13301837435400934,-0.01135224425007253,-0.04645853288404272,0.12285678600212369,-0.01326444891058292,-0.07436472527057214,-0.02357066626558529,0.1400442625330657,-0.010584599492244745,-0.0903158458001493,-0.06524445810226996,-0.04916318113738036,0.12179752864070535,-0.02520961613460132,1.3281400387186515,-8.020607075043904
0.0550539011727208,-0.7203404720298466,-0.7244615499732764,-0.7227595190733187,-0.7158614497606386,-0.7182447284455663,-0.025233086465607048,0.18384889652055747,-0.05009054552572502,-0.02176136280146808,0.18208278226082708,-0.04837728126685911,-0.059816176958802175,-0.007065357401341478,0.193712396489127,-0.052869282645500684,-0.06804210537085317,-0.052527291592641176,0.004792738033354252,0.1859353398752489,-0.044630385500931555,0.7388682403251546,0.7258343156038127,0.7236227162835215,0.731226343601389,0.7366460613131365,-0.0074801196123019265,0.12235991494686911,-0.007036001211553754,-0.04495006014427794,0.1387852559701454,-0.005989963240352889,-0.08498473991464635,-0.034105763917145974,0.13030312955828752,-0.01385098582764455,-0.08707563860540349,-0.06353196514706883,-0.04247386607919718,0.13633969874465923,-0.01489613965527913,1.3307560269881806,-8.036258239471143
0.06854682729080075,-0.7143102833776404,-0.7248231447842951,-0.7128898637275939,-0.7027046645376228,-0.7079873878737252,-0.030197399457251185,0.17907400340516932,-0.05606050461919571,-0.009343681467859055,0.18855719579512215,-0.04876476776027847,-0.0575822318759544,-0.00964878895096357,0.19026666452859772,-0.051366457749995424,-0.06039864801748935,-0.052176963479361016,0.009956683122184895,0.18914845015848541,-0.04769437693867706,0.7453900806147978,0.7545351346578728,0.7374245197230072,0.7363216281956237,0.7246844709481813,-0.01002857614103161,0.11454512253533533,-0.017597487227254353,-0.04624566765011971,0.13250824780429143,-0.011894784412762364,-0.0724353556091001,-0.04834391405814768,0.12901951270366502,-0.0056880291720051955,-0.09033947302188969,-0.06877322266436837,-0.031952639995812895,0.12296218297855048,-0.010208153160882338,1.3126090673038424,-8.027478842362457
0.0690674430114353,-0.6964936335051576,-0.7047330914224238,-0.7157841649133116,-0.7099156729875081,-0.7190438329420138,-0.02225618451374815,0.19954264430672988,-0.04370137132650393,-0.00951116881971244,0.18647921858093627,-0.056405347312538115,-0.0479399735822407,-0.003628708555558602,0.18587455789238566,-0.04847903038250245,-0.06893089439043833,-0.0432207577202514,-0.007283446241978823,0.1908272686372595,-0.05117162321629053,0.7345750890566131,0.7347777797932065,0.7480921122128313,0.7404059580166122,0.7472920644334167,-0.004620625281177621,0.13064285696895747,-0.00936271055475399,-0.039784343187122755,0.12702315328767516,-0.012537770289748413,-0.08263741509857854,-0.03400349166471248,0.13038060847351357,-0.012625832107600578,-0.08250438799477487,-0.07960879987293988,-0.05223330283223505,0.12299926315844616,-0.021225651305849438,1.2810559681961502,-8.038758657006733
